District #,District,School #,School,Grade,White,Black or African American,Hispanic/Latino,Asian,Native Hawaiian or Other Pacific Islander,American Indian or Alaska Native,Two or More Races,TOTAL
50,PALM BEACH,1781,WHISPERING PINES ELEMENTARY SCHOOL,3,93,**,58,**, , ,10,161
50,PALM BEACH,1781,WHISPERING PINES ELEMENTARY SCHOOL,4,73,17,34,**, , ,**,124
50,PALM BEACH,1781,WHISPERING PINES ELEMENTARY SCHOOL,5,94,**,40,**, ,**,**,134
50,PALM BEACH,2201,WILLIAM T. DWYER HIGH SCHOOL,PK,11, , , , , , ,11
50,PALM BEACH,2201,WILLIAM T. DWYER HIGH SCHOOL,9,304,190,90,14,**,**,16,614
50,PALM BEACH,2201,WILLIAM T. DWYER HIGH SCHOOL,10,268,194,57,23, ,**,19,561
50,PALM BEACH,2201,WILLIAM T. DWYER HIGH SCHOOL,11,244,184,74,12, ,**,14,528
50,PALM BEACH,2201,WILLIAM T. DWYER HIGH SCHOOL,12,262,143,63,17, ,**,16,501
50,PALM BEACH,1921,WOODLANDS MIDDLE SCHOOL,6,160,110,102,16, , ,15,403
50,PALM BEACH,1921,WOODLANDS MIDDLE SCHOOL,7,148,95,108,12, , ,15,378
50,PALM BEACH,1921,WOODLANDS MIDDLE SCHOOL,8,149,83,87,10, ,**,**,329
50,PALM BEACH,3421,WORTHINGTON HIGH SCHOOL,9,**,**,**, , ,**, ,0
50,PALM BEACH,3421,WORTHINGTON HIGH SCHOOL,10,**,10,18, , ,**, ,28
50,PALM BEACH,3421,WORTHINGTON HIGH SCHOOL,11,14,24,20,**, ,**,**,58
50,PALM BEACH,3421,WORTHINGTON HIGH SCHOOL,12,21,74,65,**, ,**,**,160
50,PALM BEACH,1391,WYNNEBROOK ELEMENTARY SCHOOL,PK,**,**,**,**, , , ,0
50,PALM BEACH,1391,WYNNEBROOK ELEMENTARY SCHOOL,KG,11,56,43,**, ,**, ,110
50,PALM BEACH,1391,WYNNEBROOK ELEMENTARY SCHOOL,1,10,63,63,**, ,**, ,136
50,PALM BEACH,1391,WYNNEBROOK ELEMENTARY SCHOOL,2,15,64,81, , ,**, ,160
50,PALM BEACH,1391,WYNNEBROOK ELEMENTARY SCHOOL,3,10,61,80,**, , , ,151
50,PALM BEACH,1391,WYNNEBROOK ELEMENTARY SCHOOL,4,12,49,67,**, ,**, ,128
50,PALM BEACH,1391,WYNNEBROOK ELEMENTARY SCHOOL,5,**,68,65,**, ,**, ,133
51,PASCO,4302,ACADEMY AT THE FARM,KG,44,**,**,**, , ,**,44
51,PASCO,4302,ACADEMY AT THE FARM,1,49,**,**,**, , ,**,49
51,PASCO,4302,ACADEMY AT THE FARM,2,47,**,**,**, , ,**,47
51,PASCO,4302,ACADEMY AT THE FARM,3,58, ,**,**, , , ,58
51,PASCO,4302,ACADEMY AT THE FARM,4,53,**,**,**, , , ,53
51,PASCO,4302,ACADEMY AT THE FARM,5,51,**,10,**,**, ,**,61
51,PASCO,4302,ACADEMY AT THE FARM,6,54, ,11,**, , ,**,65
51,PASCO,4302,ACADEMY AT THE FARM,7,52,**,13,**, , ,**,65
51,PASCO,4302,ACADEMY AT THE FARM,8,44,**,**, , , ,**,44
51,PASCO,2102,ACHIEVE CENTER OF PASCO,6,**, ,**, , , , ,0
51,PASCO,2102,ACHIEVE CENTER OF PASCO,7,**, , , , , ,**,0
51,PASCO,2102,ACHIEVE CENTER OF PASCO,8,15,**,**, , , ,**,15
51,PASCO,2102,ACHIEVE CENTER OF PASCO,9,**, , , , , , ,0
51,PASCO,2102,ACHIEVE CENTER OF PASCO,10,**,**,**, , , , ,0
51,PASCO,2102,ACHIEVE CENTER OF PASCO,11,**,**,**, , , ,**,0
51,PASCO,2102,ACHIEVE CENTER OF PASCO,12,**, , , , , , ,0
51,PASCO,0901,ANCLOTE ELEMENTARY SCHOOL,PK,**, , , , , ,**,0
51,PASCO,0901,ANCLOTE ELEMENTARY SCHOOL,KG,63,**,17,**, , ,**,80
51,PASCO,0901,ANCLOTE ELEMENTARY SCHOOL,1,50,**,15,**, , ,**,65
51,PASCO,0901,ANCLOTE ELEMENTARY SCHOOL,2,62,11,16,**, ,**,**,89
51,PASCO,0901,ANCLOTE ELEMENTARY SCHOOL,3,50,**,23,**, , ,**,73
51,PASCO,0901,ANCLOTE ELEMENTARY SCHOOL,4,54,**,17,**, , ,**,71
51,PASCO,0901,ANCLOTE ELEMENTARY SCHOOL,5,33,**,18,**, ,**,**,51
51,PASCO,0113,ANCLOTE HIGH SCHOOL,9,207,33,64,**, ,**,21,325
51,PASCO,0113,ANCLOTE HIGH SCHOOL,10,220,32,62,**, , ,19,333
51,PASCO,0113,ANCLOTE HIGH SCHOOL,11,288,30,85,**,**,**,24,427
51,PASCO,0113,ANCLOTE HIGH SCHOOL,12,168,15,46,**, ,**,10,239
51,PASCO,4321,ATHENIAN ACADEMY OF PASCO COUNTY,KG,14,**,**, , , ,**,14
51,PASCO,4321,ATHENIAN ACADEMY OF PASCO COUNTY,1,29,**,**, , , ,**,29
51,PASCO,4321,ATHENIAN ACADEMY OF PASCO COUNTY,2,23,**,15,**, , ,**,38
51,PASCO,4321,ATHENIAN ACADEMY OF PASCO COUNTY,3,33,**,12, , , ,**,45
51,PASCO,4321,ATHENIAN ACADEMY OF PASCO COUNTY,4,23,**,**,**, , , ,23
51,PASCO,4321,ATHENIAN ACADEMY OF PASCO COUNTY,5,22,**,**, , , ,**,22
51,PASCO,4321,ATHENIAN ACADEMY OF PASCO COUNTY,6,26,**,**,**, , ,**,26
51,PASCO,4321,ATHENIAN ACADEMY OF PASCO COUNTY,7,23,**,**,**, , ,**,23
51,PASCO,4321,ATHENIAN ACADEMY OF PASCO COUNTY,8,16, ,**,**, , ,**,16
51,PASCO,2101,BAYCARE BEHAVIORAL HEALTH,7,**, , , , , , ,0
51,PASCO,2101,BAYCARE BEHAVIORAL HEALTH,8,**, ,**, , , , ,0
51,PASCO,2101,BAYCARE BEHAVIORAL HEALTH,9,**, , , , , , ,0
51,PASCO,2101,BAYCARE BEHAVIORAL HEALTH,10,**,**, , , , , ,0
51,PASCO,2101,BAYCARE BEHAVIORAL HEALTH,11,**,**,**, , , , ,0
51,PASCO,0342,BAYONET POINT MIDDLE SCHOOL,6,214,14,69,**,**, ,**,297
51,PASCO,0342,BAYONET POINT MIDDLE SCHOOL,7,143,12,55,**,**,**,11,221
51,PASCO,0342,BAYONET POINT MIDDLE SCHOOL,8,162,13,48,**, , ,**,223
51,PASCO,0932,CALUSA ELEMENTARY SCHOOL,PK, , ,**, , , , ,0
51,PASCO,0932,CALUSA ELEMENTARY SCHOOL,KG,44,**,15,**, , ,**,59
51,PASCO,0932,CALUSA ELEMENTARY SCHOOL,1,51,12,22,**, , ,**,85
51,PASCO,0932,CALUSA ELEMENTARY SCHOOL,2,54,**,20, , , ,**,74
51,PASCO,0932,CALUSA ELEMENTARY SCHOOL,3,65,**,20,**, , ,**,85
51,PASCO,0932,CALUSA ELEMENTARY SCHOOL,4,53,**,13, , , ,**,66
51,PASCO,0932,CALUSA ELEMENTARY SCHOOL,5,63,**,20,**, , ,**,83
51,PASCO,0401,CENTENNIAL ELEMENTARY SCHOOL,PK,14,**,19,**, , ,**,33
51,PASCO,0401,CENTENNIAL ELEMENTARY SCHOOL,KG,27,**,28, , , ,**,55
51,PASCO,0401,CENTENNIAL ELEMENTARY SCHOOL,1,40,**,29, , , , ,69
51,PASCO,0401,CENTENNIAL ELEMENTARY SCHOOL,2,41,**,19,**, , ,**,60
51,PASCO,0401,CENTENNIAL ELEMENTARY SCHOOL,3,46,**,35, , , ,**,81
51,PASCO,0401,CENTENNIAL ELEMENTARY SCHOOL,4,37,**,21, , , ,**,58
51,PASCO,0401,CENTENNIAL ELEMENTARY SCHOOL,5,41,**,31, , , ,**,72
51,PASCO,0074,CENTENNIAL MIDDLE SCHOOL,6,123,13,60,**, ,**,**,196
51,PASCO,0074,CENTENNIAL MIDDLE SCHOOL,7,101,18,50,**, , ,**,169
51,PASCO,0074,CENTENNIAL MIDDLE SCHOOL,8,119,16,69, , , ,**,204
51,PASCO,4081,CENTRAL PASCO GIRLS ACADEMY,7,**, , , , , , ,0
51,PASCO,4081,CENTRAL PASCO GIRLS ACADEMY,8,**,**,**, , , , ,0
51,PASCO,4081,CENTRAL PASCO GIRLS ACADEMY,9,**,**,**, , , , ,0
51,PASCO,4081,CENTRAL PASCO GIRLS ACADEMY,10,**,**, , , , , ,0
51,PASCO,4081,CENTRAL PASCO GIRLS ACADEMY,11,**,**,**, , , ,**,0
51,PASCO,4081,CENTRAL PASCO GIRLS ACADEMY,12,**, , , , , , ,0
51,PASCO,0100,CHARLES S. RUSHE MIDDLE SCHOOL,6,270,25,118,23, , ,22,458
51,PASCO,0100,CHARLES S. RUSHE MIDDLE SCHOOL,7,290,26,101,21, ,**,26,464
51,PASCO,0100,CHARLES S. RUSHE MIDDLE SCHOOL,8,295,26,122,28,**,**,22,493
51,PASCO,0070,CHASCO ELEMENTARY SCHOOL,PK,**,**,**, , , ,**,0
51,PASCO,0070,CHASCO ELEMENTARY SCHOOL,KG,63,**,35,**, , ,**,98
51,PASCO,0070,CHASCO ELEMENTARY SCHOOL,1,61,11,32, , , ,10,114
51,PASCO,0070,CHASCO ELEMENTARY SCHOOL,2,60,**,36,**,**, ,**,96
51,PASCO,0070,CHASCO ELEMENTARY SCHOOL,3,81,12,35,**, , ,**,128
51,PASCO,0070,CHASCO ELEMENTARY SCHOOL,4,61,**,29,**, ,**,**,90
51,PASCO,0070,CHASCO ELEMENTARY SCHOOL,5,97,**,37,**, , ,**,134
51,PASCO,0069,CHASCO MIDDLE SCHOOL,6,136,16,52,**,**,**,15,219
51,PASCO,0069,CHASCO MIDDLE SCHOOL,7,142,18,68,**, ,**,14,242
51,PASCO,0069,CHASCO MIDDLE SCHOOL,8,130,17,59, , ,**,12,218
51,PASCO,0060,"CHESTER W. TAYLOR, JR. ELEMENTARY SCHOOL",PK,15,**,10,**, , ,**,25
51,PASCO,0060,"CHESTER W. TAYLOR, JR. ELEMENTARY SCHOOL",KG,60,**,13, , , ,**,73
51,PASCO,0060,"CHESTER W. TAYLOR, JR. ELEMENTARY SCHOOL",1,61,**,15, , , ,**,76
51,PASCO,0060,"CHESTER W. TAYLOR, JR. ELEMENTARY SCHOOL",2,63,**,14,**, , ,**,77
51,PASCO,0060,"CHESTER W. TAYLOR, JR. ELEMENTARY SCHOOL",3,59,**,22, , , ,**,81
51,PASCO,0060,"CHESTER W. TAYLOR, JR. ELEMENTARY SCHOOL",4,67,**,21, , , ,**,88
51,PASCO,0060,"CHESTER W. TAYLOR, JR. ELEMENTARY SCHOOL",5,58,**,25, , , ,**,83
51,PASCO,4326,CLASSICAL PREPARATORY SCHOOL,KG,35,**,**,**, , ,**,35
51,PASCO,4326,CLASSICAL PREPARATORY SCHOOL,1,47,**,**,**, , , ,47
51,PASCO,4326,CLASSICAL PREPARATORY SCHOOL,2,42,**,**,**,**, ,**,42
51,PASCO,4326,CLASSICAL PREPARATORY SCHOOL,3,39,**,**,**, , ,**,39
51,PASCO,4326,CLASSICAL PREPARATORY SCHOOL,4,28,**,11, , , ,**,39
51,PASCO,4326,CLASSICAL PREPARATORY SCHOOL,5,35,**,**, , , , ,35
51,PASCO,4326,CLASSICAL PREPARATORY SCHOOL,6,34,**,**,**, , ,**,34
51,PASCO,4326,CLASSICAL PREPARATORY SCHOOL,7,29,**,11, , , ,**,40
51,PASCO,4326,CLASSICAL PREPARATORY SCHOOL,8,31, ,10,**, , ,**,41
51,PASCO,4326,CLASSICAL PREPARATORY SCHOOL,9,15, ,**, , , ,**,15
51,PASCO,4326,CLASSICAL PREPARATORY SCHOOL,10,12, ,**,**, , ,**,12
51,PASCO,0201,CONNERTON ELEMENTARY SCHOOL,PK,**, ,**, , , , ,0
51,PASCO,0201,CONNERTON ELEMENTARY SCHOOL,KG,92,**,18,**, ,**,**,110
51,PASCO,0201,CONNERTON ELEMENTARY SCHOOL,1,85,12,33,**, , ,**,130
51,PASCO,0201,CONNERTON ELEMENTARY SCHOOL,2,83,17,28, , , ,**,128
51,PASCO,0201,CONNERTON ELEMENTARY SCHOOL,3,97,16,46,**, ,**,11,170
51,PASCO,0201,CONNERTON ELEMENTARY SCHOOL,4,75,12,30,**, , ,**,117
51,PASCO,0201,CONNERTON ELEMENTARY SCHOOL,5,90,10,34,**, , ,**,134
51,PASCO,0311,COTEE RIVER ELEMENTARY SCHOOL,PK,13,**,**, , , , ,13
51,PASCO,0311,COTEE RIVER ELEMENTARY SCHOOL,KG,54,**,27,**, , ,**,81
51,PASCO,0311,COTEE RIVER ELEMENTARY SCHOOL,1,76,**,21, , , ,**,97
51,PASCO,0311,COTEE RIVER ELEMENTARY SCHOOL,2,87,**,19,**, , ,**,106
51,PASCO,0311,COTEE RIVER ELEMENTARY SCHOOL,3,82,10,33,**, ,**,**,125
51,PASCO,0311,COTEE RIVER ELEMENTARY SCHOOL,4,73,**,20,**, , ,**,93
51,PASCO,0311,COTEE RIVER ELEMENTARY SCHOOL,5,73,**,16, ,**, ,**,89
51,PASCO,4307,COUNTRYSIDE MONTESSORI ACADEMY,1,28,**,**,**, , ,**,28
51,PASCO,4307,COUNTRYSIDE MONTESSORI ACADEMY,2,30,**,14,**, , ,**,44
51,PASCO,4307,COUNTRYSIDE MONTESSORI ACADEMY,3,22,**,**,**, , ,**,22
51,PASCO,4307,COUNTRYSIDE MONTESSORI ACADEMY,4,31, ,**,**,**, ,**,31
51,PASCO,4307,COUNTRYSIDE MONTESSORI ACADEMY,5,24,**,**, , , ,**,24
51,PASCO,4307,COUNTRYSIDE MONTESSORI ACADEMY,6,29,**,**,**, , ,**,29
51,PASCO,4307,COUNTRYSIDE MONTESSORI ACADEMY,7,16,**,**, , , ,**,16
51,PASCO,4307,COUNTRYSIDE MONTESSORI ACADEMY,8,13,**,**, , , , ,13
51,PASCO,0103,CREWS LAKE MIDDLE SCHOOL.,6,194,15,29,**, , ,11,249
51,PASCO,0103,CREWS LAKE MIDDLE SCHOOL.,7,171,10,31,**, ,**,**,212
51,PASCO,0103,CREWS LAKE MIDDLE SCHOOL.,8,172,14,36,**, , ,**,222
51,PASCO,0701,CYPRESS ELEMENTARY SCHOOL,PK,24,**,**,**, , ,**,24
51,PASCO,0701,CYPRESS ELEMENTARY SCHOOL,KG,90,**,13,**, , ,**,103
51,PASCO,0701,CYPRESS ELEMENTARY SCHOOL,1,87,**,**,**, , ,**,87
51,PASCO,0701,CYPRESS ELEMENTARY SCHOOL,2,103,**,17,**, ,**,**,120
51,PASCO,0701,CYPRESS ELEMENTARY SCHOOL,3,127,**,14,**, ,**,10,151
51,PASCO,0701,CYPRESS ELEMENTARY SCHOOL,4,102,**,**,**, , ,**,102
51,PASCO,0701,CYPRESS ELEMENTARY SCHOOL,5,112,**,14,**,**,**,**,126
51,PASCO,4301,DAYSPRING ACADEMY,KG,54,**,12,**, ,**,**,66
51,PASCO,4301,DAYSPRING ACADEMY,1,51,**,**,**, , ,**,51
51,PASCO,4301,DAYSPRING ACADEMY,2,53,**,**,**, , ,**,53
51,PASCO,4301,DAYSPRING ACADEMY,3,61, ,**,**, ,**,**,61
51,PASCO,4301,DAYSPRING ACADEMY,4,43,**,17,**, , ,**,60
51,PASCO,4301,DAYSPRING ACADEMY,5,51, ,10,**, , ,**,61
51,PASCO,4301,DAYSPRING ACADEMY,6,59,**,**,**, , ,**,59
51,PASCO,4301,DAYSPRING ACADEMY,7,55,**,13,**, , ,**,68
51,PASCO,4301,DAYSPRING ACADEMY,8,49,**,**,**, , ,**,49
51,PASCO,4301,DAYSPRING ACADEMY,9,16,**,**, , , ,**,16
51,PASCO,4301,DAYSPRING ACADEMY,10,12, ,**,**, , ,**,12
51,PASCO,4301,DAYSPRING ACADEMY,11,14, ,**,**, , ,**,14
51,PASCO,0421,DEER PARK ELEMENTARY SCHOOL,PK,10, ,**, ,**, , ,10
51,PASCO,0421,DEER PARK ELEMENTARY SCHOOL,KG,59, ,13,**, , ,**,72
51,PASCO,0421,DEER PARK ELEMENTARY SCHOOL,1,62,**,13,**, , ,**,75
51,PASCO,0421,DEER PARK ELEMENTARY SCHOOL,2,76,**,14,**, ,**,**,90
51,PASCO,0421,DEER PARK ELEMENTARY SCHOOL,3,61,**,20,**, , ,**,81
51,PASCO,0421,DEER PARK ELEMENTARY SCHOOL,4,66,**,16,**, , ,**,82
51,PASCO,0421,DEER PARK ELEMENTARY SCHOOL,5,79,**,17,**, ,**,**,96
51,PASCO,0059,DENHAM OAKS ELEMENTARY SCHOOL,PK,11,**,**, , , ,**,11
51,PASCO,0059,DENHAM OAKS ELEMENTARY SCHOOL,KG,53,12,25,**, , ,**,90
51,PASCO,0059,DENHAM OAKS ELEMENTARY SCHOOL,1,51,12,27,**, ,**,**,90
51,PASCO,0059,DENHAM OAKS ELEMENTARY SCHOOL,2,49,**,36,**, ,**,**,85
51,PASCO,0059,DENHAM OAKS ELEMENTARY SCHOOL,3,68,13,43,**,**, ,**,124
51,PASCO,0059,DENHAM OAKS ELEMENTARY SCHOOL,4,56,12,33,**, , ,**,101
51,PASCO,0059,DENHAM OAKS ELEMENTARY SCHOOL,5,76,**,32,**, , ,**,108
51,PASCO,0084,DOUBLE BRANCH ELEMENTARY SCHOOL,PK,10,**,**,**, , ,**,10
51,PASCO,0084,DOUBLE BRANCH ELEMENTARY SCHOOL,KG,66,16,27,**,**, ,**,109
51,PASCO,0084,DOUBLE BRANCH ELEMENTARY SCHOOL,1,51,14,33,**, , ,**,98
51,PASCO,0084,DOUBLE BRANCH ELEMENTARY SCHOOL,2,63,10,27,**,**, ,**,100
51,PASCO,0084,DOUBLE BRANCH ELEMENTARY SCHOOL,3,76,14,35,**, , ,**,125
51,PASCO,0084,DOUBLE BRANCH ELEMENTARY SCHOOL,4,56,19,29,**,**, ,**,104
51,PASCO,0084,DOUBLE BRANCH ELEMENTARY SCHOOL,5,69,23,55,**, , ,**,147
51,PASCO,0086,DR. JOHN LONG MIDDLE SCHOOL,6,317,61,150,52,**,**,26,606
51,PASCO,0086,DR. JOHN LONG MIDDLE SCHOOL,7,327,68,164,34,**,**,29,622
51,PASCO,0086,DR. JOHN LONG MIDDLE SCHOOL,8,347,62,180,31,**,**,34,654
51,PASCO,0451,DR. MARY GIELLA ELEMENTARY SCHOOL,PK,32,**,**, , , ,**,32
51,PASCO,0451,DR. MARY GIELLA ELEMENTARY SCHOOL,KG,80,**,**,**, , ,**,80
51,PASCO,0451,DR. MARY GIELLA ELEMENTARY SCHOOL,1,76,**,**,**, , ,**,76
51,PASCO,0451,DR. MARY GIELLA ELEMENTARY SCHOOL,2,89,**,**, , , ,**,89
51,PASCO,0451,DR. MARY GIELLA ELEMENTARY SCHOOL,3,116,**,10,**, ,**,12,138
51,PASCO,0451,DR. MARY GIELLA ELEMENTARY SCHOOL,4,82,**,**, , , ,**,82
51,PASCO,0451,DR. MARY GIELLA ELEMENTARY SCHOOL,5,81,**,11,**, , ,**,92
51,PASCO,0114,FIVAY HIGH SCHOOL,9,226,12,63, , , ,15,316
51,PASCO,0114,FIVAY HIGH SCHOOL,10,270,14,54,**,**,**,**,338
51,PASCO,0114,FIVAY HIGH SCHOOL,11,269,20,72,**,**,**,14,375
51,PASCO,0114,FIVAY HIGH SCHOOL,12,186,**,43,**,**,**,**,229
51,PASCO,4325,FLORIDA VIRTUAL ACADEMY AT PASCO,KG,**,**,**, , , ,**,0
51,PASCO,4325,FLORIDA VIRTUAL ACADEMY AT PASCO,1,**, ,**, , , , ,0
51,PASCO,4325,FLORIDA VIRTUAL ACADEMY AT PASCO,2,**,**,**, , , , ,0
51,PASCO,4325,FLORIDA VIRTUAL ACADEMY AT PASCO,3,10,**, , , , , ,10
51,PASCO,4325,FLORIDA VIRTUAL ACADEMY AT PASCO,4,**, ,**, , , , ,0
51,PASCO,4325,FLORIDA VIRTUAL ACADEMY AT PASCO,5,11,**,**, , , , ,11
51,PASCO,4325,FLORIDA VIRTUAL ACADEMY AT PASCO,6,10, ,**, , , ,**,10
51,PASCO,4325,FLORIDA VIRTUAL ACADEMY AT PASCO,7,10, ,**, , , , ,10
51,PASCO,4325,FLORIDA VIRTUAL ACADEMY AT PASCO,8,16,**,**, , , , ,16
51,PASCO,4325,FLORIDA VIRTUAL ACADEMY AT PASCO,9,15,**,**, , , ,**,15
51,PASCO,4325,FLORIDA VIRTUAL ACADEMY AT PASCO,10,**, ,**, , , ,**,0
51,PASCO,4325,FLORIDA VIRTUAL ACADEMY AT PASCO,11,**,**,**, , , , ,0
51,PASCO,0351,FOX HOLLOW ELEMENTARY SCHOOL,PK,41,12,18,**, ,**,**,71
51,PASCO,0351,FOX HOLLOW ELEMENTARY SCHOOL,KG,45,**,27,**, , ,**,72
51,PASCO,0351,FOX HOLLOW ELEMENTARY SCHOOL,1,52,**,17, , , ,**,69
51,PASCO,0351,FOX HOLLOW ELEMENTARY SCHOOL,2,43,**,23,**, ,**,**,66
51,PASCO,0351,FOX HOLLOW ELEMENTARY SCHOOL,3,49,11,28,**, , ,**,88
51,PASCO,0351,FOX HOLLOW ELEMENTARY SCHOOL,4,44,**,13, , , ,**,57
51,PASCO,0351,FOX HOLLOW ELEMENTARY SCHOOL,5,50,**,19,**, , ,**,69
51,PASCO,0991,FRED K. MARCHMAN TECHNICAL COLLEGE,12,32,**,**, , , ,**,32
51,PASCO,0331,GULF HIGH SCHOOL,9,220,21,71,12, ,**,23,347
51,PASCO,0331,GULF HIGH SCHOOL,10,220,21,60,21, ,**,24,346
51,PASCO,0331,GULF HIGH SCHOOL,11,251,28,49,21, ,**,26,375
51,PASCO,0331,GULF HIGH SCHOOL,12,144,14,42,11, ,**,16,227
51,PASCO,0083,GULF HIGHLANDS ELEMENTARY SCHOOL,PK,32,**,**, , ,**,**,32
51,PASCO,0083,GULF HIGHLANDS ELEMENTARY SCHOOL,KG,63,**,29,**, , ,**,92
51,PASCO,0083,GULF HIGHLANDS ELEMENTARY SCHOOL,1,72,**,32, , ,**,11,115
51,PASCO,0083,GULF HIGHLANDS ELEMENTARY SCHOOL,2,69,**,27,**,**, ,**,96
51,PASCO,0083,GULF HIGHLANDS ELEMENTARY SCHOOL,3,74,**,40,**, , ,**,114
51,PASCO,0083,GULF HIGHLANDS ELEMENTARY SCHOOL,4,48,**,19, , , ,**,67
51,PASCO,0083,GULF HIGHLANDS ELEMENTARY SCHOOL,5,51,**,30,**, , ,**,81
51,PASCO,0261,GULF MIDDLE SCHOOL,6,171,26,74,**, ,**,20,291
51,PASCO,0261,GULF MIDDLE SCHOOL,7,182,16,83,**,**,**,15,296
51,PASCO,0261,GULF MIDDLE SCHOOL,8,162,20,66,**,**, ,23,271
51,PASCO,0093,GULF TRACE ELEMENTARY SCHOOL,PK,29,**,21, , , ,**,50
51,PASCO,0093,GULF TRACE ELEMENTARY SCHOOL,KG,59,**,14,**, , ,**,73
51,PASCO,0093,GULF TRACE ELEMENTARY SCHOOL,1,68,**,13,**, , ,**,81
51,PASCO,0093,GULF TRACE ELEMENTARY SCHOOL,2,83,10,11,**, , ,**,104
51,PASCO,0093,GULF TRACE ELEMENTARY SCHOOL,3,93,10,17, , ,**,**,120
51,PASCO,0093,GULF TRACE ELEMENTARY SCHOOL,4,65,**,12, , ,**,**,77
51,PASCO,0093,GULF TRACE ELEMENTARY SCHOOL,5,67,**,18,**, , ,**,85
51,PASCO,0911,GULFSIDE ELEMENTARY SCHOOL,KG,37,**,14, , ,**,**,51
51,PASCO,0911,GULFSIDE ELEMENTARY SCHOOL,1,37,**,13,**, ,**,**,50
51,PASCO,0911,GULFSIDE ELEMENTARY SCHOOL,2,33,**,18, , , ,**,51
51,PASCO,0911,GULFSIDE ELEMENTARY SCHOOL,3,56,**,17,**, ,**,**,73
51,PASCO,0911,GULFSIDE ELEMENTARY SCHOOL,4,33,**,15,**, , ,**,48
51,PASCO,0911,GULFSIDE ELEMENTARY SCHOOL,5,47,11,18,**, , ,**,76
51,PASCO,0301,HUDSON ELEMENTARY SCHOOL,PK,10, ,**, , , ,**,10
51,PASCO,0301,HUDSON ELEMENTARY SCHOOL,KG,74,**,13,**, , ,**,87
51,PASCO,0301,HUDSON ELEMENTARY SCHOOL,1,49,**,15,**, ,**,**,64
51,PASCO,0301,HUDSON ELEMENTARY SCHOOL,2,78,**,16, , , ,10,104
51,PASCO,0301,HUDSON ELEMENTARY SCHOOL,3,99,**,23,**, ,**,**,122
51,PASCO,0301,HUDSON ELEMENTARY SCHOOL,4,44,**,**, , , ,**,44
51,PASCO,0301,HUDSON ELEMENTARY SCHOOL,5,79,**,18, , , ,**,97
51,PASCO,0521,HUDSON HIGH SCHOOL,6,**, , , , , , ,0
51,PASCO,0521,HUDSON HIGH SCHOOL,7,**, , , , , , ,0
51,PASCO,0521,HUDSON HIGH SCHOOL,8,**, , , , , , ,0
51,PASCO,0521,HUDSON HIGH SCHOOL,9,246,**,41,**,**,**,**,287
51,PASCO,0521,HUDSON HIGH SCHOOL,10,232,**,27,**, ,**,12,271
51,PASCO,0521,HUDSON HIGH SCHOOL,11,294,13,38,**, ,**,**,345
51,PASCO,0521,HUDSON HIGH SCHOOL,12,194,**,23,**,**, ,**,217
51,PASCO,0951,HUDSON MIDDLE SCHOOL,6,185,**,27,**,**, ,**,212
51,PASCO,0951,HUDSON MIDDLE SCHOOL,7,198,**,25,**, ,**,13,236
51,PASCO,0951,HUDSON MIDDLE SCHOOL,8,197,**,19,**, ,**,**,216
51,PASCO,4323,IMAGINE SCHOOL AT LAND O' LAKES,KG,54,**,11,**, , ,**,65
51,PASCO,4323,IMAGINE SCHOOL AT LAND O' LAKES,1,48,11,17,**, , ,**,76
51,PASCO,4323,IMAGINE SCHOOL AT LAND O' LAKES,2,47,12,11,**, , ,**,70
51,PASCO,4323,IMAGINE SCHOOL AT LAND O' LAKES,3,51,**,16,**, , ,**,67
51,PASCO,4323,IMAGINE SCHOOL AT LAND O' LAKES,4,53,**,18,**, , ,**,71
51,PASCO,4323,IMAGINE SCHOOL AT LAND O' LAKES,5,50,11,25,**,**, ,**,86
51,PASCO,4323,IMAGINE SCHOOL AT LAND O' LAKES,6,56,**,23,**, ,**,**,79
51,PASCO,4323,IMAGINE SCHOOL AT LAND O' LAKES,7,61, ,20,**, , ,**,81
51,PASCO,4323,IMAGINE SCHOOL AT LAND O' LAKES,8,50,**,19,**, , ,**,69
51,PASCO,7071,JAMES IRVIN EDUCATION CENTER,6, , ,**, , , , ,0
51,PASCO,7071,JAMES IRVIN EDUCATION CENTER,7,**, ,**, , , ,**,0
51,PASCO,7071,JAMES IRVIN EDUCATION CENTER,8,39,10,21, , , ,**,70
51,PASCO,7071,JAMES IRVIN EDUCATION CENTER,9,**, ,**, , , , ,0
51,PASCO,7071,JAMES IRVIN EDUCATION CENTER,10,**,**,11, , , , ,11
51,PASCO,7071,JAMES IRVIN EDUCATION CENTER,11,13,**,15, , , , ,28
51,PASCO,7071,JAMES IRVIN EDUCATION CENTER,12,**,**,**, , , ,**,0
51,PASCO,0065,JAMES M. MARLOWE ELEM. SCHOOL,PK,13,**,26,**, , ,**,39
51,PASCO,0065,JAMES M. MARLOWE ELEM. SCHOOL,KG,38,**,19,**,**, ,11,68
51,PASCO,0065,JAMES M. MARLOWE ELEM. SCHOOL,1,30,**,35, , , ,**,65
51,PASCO,0065,JAMES M. MARLOWE ELEM. SCHOOL,2,47,**,24,**, , ,**,71
51,PASCO,0065,JAMES M. MARLOWE ELEM. SCHOOL,3,31,**,25,**, , ,**,56
51,PASCO,0065,JAMES M. MARLOWE ELEM. SCHOOL,4,49,**,21,**,**, ,**,70
