District #,District,School #,School,Grade,White,Black or African American,Hispanic/Latino,Asian,Native Hawaiian or Other Pacific Islander,American Indian or Alaska Native,Two or More Races,TOTAL
06,BROWARD,0711,ORANGE BROOK ELEMENTARY SCHOOL,KG,10,52,37,**, , , ,99
06,BROWARD,0711,ORANGE BROOK ELEMENTARY SCHOOL,1,10,58,29,**, , ,**,97
06,BROWARD,0711,ORANGE BROOK ELEMENTARY SCHOOL,2,**,69,30,**, , ,**,99
06,BROWARD,0711,ORANGE BROOK ELEMENTARY SCHOOL,3,16,71,44,**, , ,**,131
06,BROWARD,0711,ORANGE BROOK ELEMENTARY SCHOOL,4,**,58,45,**, , ,**,103
06,BROWARD,0711,ORANGE BROOK ELEMENTARY SCHOOL,5,13,71,27,**,**, ,**,111
06,BROWARD,1831,ORIOLE ELEMENTARY SCHOOL,PK,**,49,**,**, , , ,49
06,BROWARD,1831,ORIOLE ELEMENTARY SCHOOL,KG,**,94,**,**, , ,**,94
06,BROWARD,1831,ORIOLE ELEMENTARY SCHOOL,1,**,88,**,**, , ,**,88
06,BROWARD,1831,ORIOLE ELEMENTARY SCHOOL,2, ,82,**,**, , ,**,82
06,BROWARD,1831,ORIOLE ELEMENTARY SCHOOL,3,**,84,**,**, , ,**,84
06,BROWARD,1831,ORIOLE ELEMENTARY SCHOOL,4, ,70,**, , , , ,70
06,BROWARD,1831,ORIOLE ELEMENTARY SCHOOL,5,**,81,**,**, , , ,81
06,BROWARD,6091,"PACE CENTER FOR GIRLS, INC.",6,**,**, , , , , ,0
06,BROWARD,6091,"PACE CENTER FOR GIRLS, INC.",7,**,**,**, , , ,**,0
06,BROWARD,6091,"PACE CENTER FOR GIRLS, INC.",8,**,10,**, , , , ,10
06,BROWARD,6091,"PACE CENTER FOR GIRLS, INC.",9,**,**,**, , , , ,0
06,BROWARD,6091,"PACE CENTER FOR GIRLS, INC.",10,**,**,**, , , ,**,0
06,BROWARD,6091,"PACE CENTER FOR GIRLS, INC.",11,**,13,**, , , , ,13
06,BROWARD,6091,"PACE CENTER FOR GIRLS, INC.",12,**,**,**, , , , ,0
06,BROWARD,3311,PALM COVE ELEMENTARY SCHOOL,PK, ,**,**, , , , ,0
06,BROWARD,3311,PALM COVE ELEMENTARY SCHOOL,KG,**,43,35,**, , ,**,78
06,BROWARD,3311,PALM COVE ELEMENTARY SCHOOL,1,**,52,37,**, , ,**,89
06,BROWARD,3311,PALM COVE ELEMENTARY SCHOOL,2,**,59,38,**,**,**,**,97
06,BROWARD,3311,PALM COVE ELEMENTARY SCHOOL,3,**,62,42,**, ,**,**,104
06,BROWARD,3311,PALM COVE ELEMENTARY SCHOOL,4,**,65,53,**, ,**,**,118
06,BROWARD,3311,PALM COVE ELEMENTARY SCHOOL,5,17,59,36,**, ,**,**,112
06,BROWARD,1131,PALMVIEW ELEMENTARY SCHOOL,PK, ,18,13, , , ,**,31
06,BROWARD,1131,PALMVIEW ELEMENTARY SCHOOL,KG,**,65,28, , , ,**,93
06,BROWARD,1131,PALMVIEW ELEMENTARY SCHOOL,1,**,70,19, , , ,**,89
06,BROWARD,1131,PALMVIEW ELEMENTARY SCHOOL,2,**,70,17, , , ,**,87
06,BROWARD,1131,PALMVIEW ELEMENTARY SCHOOL,3,**,76,22, , , ,**,98
06,BROWARD,1131,PALMVIEW ELEMENTARY SCHOOL,4, ,77,27, , , ,**,104
06,BROWARD,1131,PALMVIEW ELEMENTARY SCHOOL,5,**,65,17, , , ,**,82
06,BROWARD,5801,PANACEA PREP CHARTER SCHOOL,KG, ,10, , , , , ,10
06,BROWARD,5801,PANACEA PREP CHARTER SCHOOL,1,**,24,**, , , ,**,24
06,BROWARD,5801,PANACEA PREP CHARTER SCHOOL,2,**,20,**, , , , ,20
06,BROWARD,5801,PANACEA PREP CHARTER SCHOOL,3,**,14,**,**, , , ,14
06,BROWARD,5801,PANACEA PREP CHARTER SCHOOL,4, ,14,**,**, , , ,14
06,BROWARD,5801,PANACEA PREP CHARTER SCHOOL,5,**,20,**, , , , ,20
06,BROWARD,3571,PANTHER RUN ELEMENTARY SCHOOL,KG,15,13,36,**, , ,**,64
06,BROWARD,3571,PANTHER RUN ELEMENTARY SCHOOL,1,21,**,33,**, , ,**,54
06,BROWARD,3571,PANTHER RUN ELEMENTARY SCHOOL,2,23,18,38,**, , ,**,79
06,BROWARD,3571,PANTHER RUN ELEMENTARY SCHOOL,3,30,17,62,**, ,**, ,109
06,BROWARD,3571,PANTHER RUN ELEMENTARY SCHOOL,4,15,20,57,**, , ,**,92
06,BROWARD,3571,PANTHER RUN ELEMENTARY SCHOOL,5,20,14,77,**, , ,**,111
06,BROWARD,5381,PARAGON ACADEMY OF TECHNOLOGY,6,**,19,18, , , , ,37
06,BROWARD,5381,PARAGON ACADEMY OF TECHNOLOGY,7,**,21,19, , , , ,40
06,BROWARD,5381,PARAGON ACADEMY OF TECHNOLOGY,8, ,**,19, , , , ,19
06,BROWARD,5381,PARAGON ACADEMY OF TECHNOLOGY,9,**,**,**, , , ,**,0
06,BROWARD,5109,PARAMOUNT CHARTER SCHOOL,KG, ,28,**, , , ,**,28
06,BROWARD,5109,PARAMOUNT CHARTER SCHOOL,1, ,35,**, , , , ,35
06,BROWARD,5109,PARAMOUNT CHARTER SCHOOL,2,**,21,**, , , ,**,21
06,BROWARD,5109,PARAMOUNT CHARTER SCHOOL,3, ,28,**, , , ,**,28
06,BROWARD,5109,PARAMOUNT CHARTER SCHOOL,4, ,27, , , , , ,27
06,BROWARD,5109,PARAMOUNT CHARTER SCHOOL,5,**,27,**, , , ,**,27
06,BROWARD,5109,PARAMOUNT CHARTER SCHOOL,6, ,39,**, , , , ,39
06,BROWARD,5109,PARAMOUNT CHARTER SCHOOL,7, ,34, , , , , ,34
06,BROWARD,3761,PARK LAKES ELEMENTARY SCHOOL,PK, ,16,**, , , , ,16
06,BROWARD,3761,PARK LAKES ELEMENTARY SCHOOL,KG,**,123,28, , , ,**,151
06,BROWARD,3761,PARK LAKES ELEMENTARY SCHOOL,1,**,116,26,**, ,**,**,142
06,BROWARD,3761,PARK LAKES ELEMENTARY SCHOOL,2,**,147,34,**, , , ,181
06,BROWARD,3761,PARK LAKES ELEMENTARY SCHOOL,3,**,167,32,**, ,**, ,199
06,BROWARD,3761,PARK LAKES ELEMENTARY SCHOOL,4,**,144,34, , ,**,**,178
06,BROWARD,3761,PARK LAKES ELEMENTARY SCHOOL,5,10,164,27, , , ,**,201
06,BROWARD,1951,PARK RIDGE ELEMENTARY SCHOOL,PK,**,79,16,**, , , ,95
06,BROWARD,1951,PARK RIDGE ELEMENTARY SCHOOL,KG,**,70,12, , , ,**,82
06,BROWARD,1951,PARK RIDGE ELEMENTARY SCHOOL,1,**,54,12, , , , ,66
06,BROWARD,1951,PARK RIDGE ELEMENTARY SCHOOL,2,**,55,12, , , , ,67
06,BROWARD,1951,PARK RIDGE ELEMENTARY SCHOOL,3,**,46,22, ,**, ,**,68
06,BROWARD,1951,PARK RIDGE ELEMENTARY SCHOOL,4,**,53,**, , , ,**,53
06,BROWARD,1951,PARK RIDGE ELEMENTARY SCHOOL,5,**,47,13, , , , ,60
06,BROWARD,3171,PARK SPRINGS ELEMENTARY SCHOOL,PK,23,16,15,**, , ,**,54
06,BROWARD,3171,PARK SPRINGS ELEMENTARY SCHOOL,KG,61,19,50,11, , ,**,141
06,BROWARD,3171,PARK SPRINGS ELEMENTARY SCHOOL,1,69,37,48,**,**, ,**,154
06,BROWARD,3171,PARK SPRINGS ELEMENTARY SCHOOL,2,81,33,37,**, , ,**,151
06,BROWARD,3171,PARK SPRINGS ELEMENTARY SCHOOL,3,58,37,38,10, ,**,**,143
06,BROWARD,3171,PARK SPRINGS ELEMENTARY SCHOOL,4,61,30,28,17, , ,**,136
06,BROWARD,3171,PARK SPRINGS ELEMENTARY SCHOOL,5,67,37,33,13,**, ,**,150
06,BROWARD,3781,PARK TRAILS ELEMENTARY SCHOOL,PK,22,**,12,**, , ,**,34
06,BROWARD,3781,PARK TRAILS ELEMENTARY SCHOOL,KG,126,**,38,22, , ,**,186
06,BROWARD,3781,PARK TRAILS ELEMENTARY SCHOOL,1,127,**,46,14, , ,**,187
06,BROWARD,3781,PARK TRAILS ELEMENTARY SCHOOL,2,154,**,45,17, , ,**,216
06,BROWARD,3781,PARK TRAILS ELEMENTARY SCHOOL,3,132,**,65,15,**,**,**,212
06,BROWARD,3781,PARK TRAILS ELEMENTARY SCHOOL,4,139,11,49,16, ,**,**,215
06,BROWARD,3781,PARK TRAILS ELEMENTARY SCHOOL,5,155,14,46,14, ,**,12,241
06,BROWARD,3631,PARKSIDE ELEMENTARY SCHOOL,PK,**,**,**,**, , , ,0
06,BROWARD,3631,PARKSIDE ELEMENTARY SCHOOL,KG,29,35,56,**,**, ,**,120
06,BROWARD,3631,PARKSIDE ELEMENTARY SCHOOL,1,47,30,52,12, , ,**,141
06,BROWARD,3631,PARKSIDE ELEMENTARY SCHOOL,2,25,41,45,10,**,**,**,121
06,BROWARD,3631,PARKSIDE ELEMENTARY SCHOOL,3,19,37,55,**, ,**,**,111
06,BROWARD,3631,PARKSIDE ELEMENTARY SCHOOL,4,27,37,55,**, , ,**,119
06,BROWARD,3631,PARKSIDE ELEMENTARY SCHOOL,5,36,45,50,11, , , ,142
06,BROWARD,0701,PARKWAY MIDDLE SCHOOL,3,**,10,**, , , , ,10
06,BROWARD,0701,PARKWAY MIDDLE SCHOOL,4,**,13,**, , , ,**,13
06,BROWARD,0701,PARKWAY MIDDLE SCHOOL,5,**,18,**,**, , ,**,18
06,BROWARD,0701,PARKWAY MIDDLE SCHOOL,6,32,462,41,**, ,**,10,545
06,BROWARD,0701,PARKWAY MIDDLE SCHOOL,7,30,413,36,**, , ,10,489
06,BROWARD,0701,PARKWAY MIDDLE SCHOOL,8,17,371,23,**, , ,**,411
06,BROWARD,2071,PASADENA LAKES ELEMENTARY SCHL,PK,**,**,**,**,**, ,**,0
06,BROWARD,2071,PASADENA LAKES ELEMENTARY SCHL,KG,14,**,40,**,**,**,**,54
06,BROWARD,2071,PASADENA LAKES ELEMENTARY SCHL,1,16,18,55,**, ,**,**,89
06,BROWARD,2071,PASADENA LAKES ELEMENTARY SCHL,2,19,16,45,**, , ,**,80
06,BROWARD,2071,PASADENA LAKES ELEMENTARY SCHL,3,11,18,49,**, ,**,**,78
06,BROWARD,2071,PASADENA LAKES ELEMENTARY SCHL,4,23,19,35,**, , ,**,77
06,BROWARD,2071,PASADENA LAKES ELEMENTARY SCHL,5,12,30,36,**, , ,**,78
06,BROWARD,5372,PATHWAYS ACADEMY K-8 CENTER,KG, ,**,**, , , , ,0
06,BROWARD,5372,PATHWAYS ACADEMY K-8 CENTER,1,**,**,**, , , , ,0
06,BROWARD,5372,PATHWAYS ACADEMY K-8 CENTER,2, ,12,**, , , , ,12
06,BROWARD,5372,PATHWAYS ACADEMY K-8 CENTER,3,**,10,**, , , , ,10
06,BROWARD,5372,PATHWAYS ACADEMY K-8 CENTER,4,**,12,**, , , , ,12
06,BROWARD,5372,PATHWAYS ACADEMY K-8 CENTER,5,**,17,**, , , ,**,17
06,BROWARD,5372,PATHWAYS ACADEMY K-8 CENTER,6, ,**,**, , , , ,0
06,BROWARD,5372,PATHWAYS ACADEMY K-8 CENTER,7, ,**,**, , , , ,0
06,BROWARD,5372,PATHWAYS ACADEMY K-8 CENTER,8, ,12,**, , , , ,12
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,KG,17,11,66,**, ,**, ,94
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,1,22,16,67,**, , , ,105
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,2,15,18,61,**, , ,**,94
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,3,21,16,80, ,**, ,**,117
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,4,16,17,77,**, , ,**,110
06,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,5,17,23,66,**, , ,**,106
06,BROWARD,1221,PEMBROKE PINES ELEMENTARY SCHL,KG,12,28,39,**,**,**,**,79
06,BROWARD,1221,PEMBROKE PINES ELEMENTARY SCHL,1,16,38,41,**,**, ,**,95
06,BROWARD,1221,PEMBROKE PINES ELEMENTARY SCHL,2,14,39,37,**,**,**,**,90
06,BROWARD,1221,PEMBROKE PINES ELEMENTARY SCHL,3,17,42,39, ,**, ,**,98
06,BROWARD,1221,PEMBROKE PINES ELEMENTARY SCHL,4,14,43,38,**,**, ,**,95
06,BROWARD,1221,PEMBROKE PINES ELEMENTARY SCHL,5,13,46,26,**,**, ,**,85
06,BROWARD,0931,PETERS ELEMENTARY SCHOOL,PK,10,58,14,**, ,**,**,82
06,BROWARD,0931,PETERS ELEMENTARY SCHOOL,KG,19,38,23,18,**, ,**,98
06,BROWARD,0931,PETERS ELEMENTARY SCHOOL,1,18,37,21,**, , ,**,76
06,BROWARD,0931,PETERS ELEMENTARY SCHOOL,2,23,40,16,**,**, ,**,79
06,BROWARD,0931,PETERS ELEMENTARY SCHOOL,3,27,44,35,**, , ,**,106
06,BROWARD,0931,PETERS ELEMENTARY SCHOOL,4,22,38,27, , , ,**,87
06,BROWARD,0931,PETERS ELEMENTARY SCHOOL,5,15,38,22,**,**, ,**,75
06,BROWARD,0653,PINE RIDGE ALTERNATIVE CENTER,1,**,**,**, , , , ,0
06,BROWARD,0653,PINE RIDGE ALTERNATIVE CENTER,2, ,**, , , , ,**,0
06,BROWARD,0653,PINE RIDGE ALTERNATIVE CENTER,3, ,**,**, , , , ,0
06,BROWARD,0653,PINE RIDGE ALTERNATIVE CENTER,4, ,**,**, , , , ,0
06,BROWARD,0653,PINE RIDGE ALTERNATIVE CENTER,5,**,12, , , , , ,12
06,BROWARD,0653,PINE RIDGE ALTERNATIVE CENTER,6,**,22,**, , , , ,22
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,PK,16,18,46,**, ,**, ,80
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,KG,**,24,34,**, , ,**,58
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,1,**,22,45,**, , ,**,67
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,2,10,19,22,**, , , ,51
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,3,11,39,43,**, , , ,93
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,4,**,31,48,**, ,**,**,79
06,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,5,14,37,44,**, , ,**,95
06,BROWARD,1881,PINES MIDDLE SCHOOL,6,28,160,110,**,**, ,**,298
06,BROWARD,1881,PINES MIDDLE SCHOOL,7,26,161,89,10, , ,**,286
06,BROWARD,1881,PINES MIDDLE SCHOOL,8,22,165,142,13,**,**,13,355
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,PK,**,26,11, , , , ,37
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,KG,**,48,13,**, , ,**,61
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,1,**,61,12,**, , ,**,73
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,2,**,57,18,**, , , ,75
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,3,**,80,17,**, , ,**,97
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,4,**,59,24,**, , ,**,83
06,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,5,**,51,13, , , ,**,64
06,BROWARD,2571,PIONEER MIDDLE SCHOOL,6,254,34,157,27, , ,20,492
06,BROWARD,2571,PIONEER MIDDLE SCHOOL,7,246,29,136,25, ,**,12,448
06,BROWARD,2571,PIONEER MIDDLE SCHOOL,8,239,34,137,30, ,**,13,453
06,BROWARD,1901,PIPER HIGH SCHOOL,9,49,403,116,13,**,**,25,606
06,BROWARD,1901,PIPER HIGH SCHOOL,10,61,388,84,17,**,**,15,565
06,BROWARD,1901,PIPER HIGH SCHOOL,11,74,399,99,17,**,**,16,605
06,BROWARD,1901,PIPER HIGH SCHOOL,12,97,359,104,15, ,**,14,589
06,BROWARD,5322,PIVOT CHARTER SCHOOL,6,**,**,**, , , ,**,0
06,BROWARD,5322,PIVOT CHARTER SCHOOL,7, ,**,**, , , , ,0
06,BROWARD,5322,PIVOT CHARTER SCHOOL,8,**,**,**, , , ,**,0
06,BROWARD,5322,PIVOT CHARTER SCHOOL,9,**,**,**, , , , ,0
06,BROWARD,5322,PIVOT CHARTER SCHOOL,10,**,11,**, , , , ,11
06,BROWARD,5322,PIVOT CHARTER SCHOOL,11,**,**,**, , , , ,0
06,BROWARD,5322,PIVOT CHARTER SCHOOL,12,**,**,**,**, , ,**,0
06,BROWARD,0941,PLANTATION ELEMENTARY SCHOOL,PK,**,48,**,**, , , ,48
06,BROWARD,0941,PLANTATION ELEMENTARY SCHOOL,KG, ,71,**, ,**, , ,71
06,BROWARD,0941,PLANTATION ELEMENTARY SCHOOL,1,**,68,**,**,**, ,**,68
06,BROWARD,0941,PLANTATION ELEMENTARY SCHOOL,2,**,106,**,**, , ,**,106
06,BROWARD,0941,PLANTATION ELEMENTARY SCHOOL,3,**,73,**,**, , ,**,73
06,BROWARD,0941,PLANTATION ELEMENTARY SCHOOL,4, ,91,**,**, , ,**,91
06,BROWARD,0941,PLANTATION ELEMENTARY SCHOOL,5,**,90,**, , ,**, ,90
06,BROWARD,1451,PLANTATION HIGH SCHOOL,9,42,415,67,19, ,**,25,568
06,BROWARD,1451,PLANTATION HIGH SCHOOL,10,42,412,78,21,**,**,15,568
06,BROWARD,1451,PLANTATION HIGH SCHOOL,11,60,373,74,27,**,**,13,547
06,BROWARD,1451,PLANTATION HIGH SCHOOL,12,68,341,73,23,**,**,14,519
06,BROWARD,0551,PLANTATION MIDDLE SCHOOL,6,17,170,26,**, ,**,**,213
06,BROWARD,0551,PLANTATION MIDDLE SCHOOL,7,15,188,36,**, ,**,**,239
06,BROWARD,0551,PLANTATION MIDDLE SCHOOL,8,31,172,37,14, ,**,16,270
06,BROWARD,1251,PLANTATION PARK ELEMENTARY,PK,**,**,**, , , ,**,0
06,BROWARD,1251,PLANTATION PARK ELEMENTARY,KG,30,17,17,**, , ,**,64
06,BROWARD,1251,PLANTATION PARK ELEMENTARY,1,31,20,24,**,**, ,**,75
06,BROWARD,1251,PLANTATION PARK ELEMENTARY,2,28,40,22,**, , ,**,90
06,BROWARD,1251,PLANTATION PARK ELEMENTARY,3,30,30,27,**, , ,**,87
06,BROWARD,1251,PLANTATION PARK ELEMENTARY,4,34,25,24,**,**,**,**,83
06,BROWARD,1251,PLANTATION PARK ELEMENTARY,5,34,36,16,**,**, ,**,86
06,BROWARD,0751,POMPANO BEACH ELEMENTARY SCHOOL,PK,**,20,16, , , ,**,36
06,BROWARD,0751,POMPANO BEACH ELEMENTARY SCHOOL,KG,10,46,**,**, ,**,**,56
06,BROWARD,0751,POMPANO BEACH ELEMENTARY SCHOOL,1,**,42,16,**, , ,**,58
06,BROWARD,0751,POMPANO BEACH ELEMENTARY SCHOOL,2,**,53,17, , , ,**,70
06,BROWARD,0751,POMPANO BEACH ELEMENTARY SCHOOL,3,**,52,15,**, , ,**,67
06,BROWARD,0751,POMPANO BEACH ELEMENTARY SCHOOL,4,11,48,19, ,**, ,**,78
06,BROWARD,0751,POMPANO BEACH ELEMENTARY SCHOOL,5,10,43,19,**, , ,**,72
06,BROWARD,0185,POMPANO BEACH INSTITUTE INTERNATIONAL STUDIES,9,129,58,93,16,**,**,11,307
06,BROWARD,0185,POMPANO BEACH INSTITUTE INTERNATIONAL STUDIES,10,154,80,67,19, ,**,**,320
06,BROWARD,0185,POMPANO BEACH INSTITUTE INTERNATIONAL STUDIES,11,139,62,70,17, ,**,11,299
06,BROWARD,0185,POMPANO BEACH INSTITUTE INTERNATIONAL STUDIES,12,122,66,62,**, , ,**,250
06,BROWARD,0021,POMPANO BEACH MIDDLE SCHOOL,6,55,198,115,**,**, ,10,378
06,BROWARD,0021,POMPANO BEACH MIDDLE SCHOOL,7,50,195,101,**, , ,**,346
06,BROWARD,0021,POMPANO BEACH MIDDLE SCHOOL,8,39,176,83,**, , ,**,298
06,BROWARD,6016,POMPANO SUBSTANCE ABUSE TREATMENT,6, ,**, , , , , ,0
06,BROWARD,6016,POMPANO SUBSTANCE ABUSE TREATMENT,8, ,**,**, , , , ,0
06,BROWARD,6016,POMPANO SUBSTANCE ABUSE TREATMENT,9,**, ,**, , , , ,0
06,BROWARD,6016,POMPANO SUBSTANCE ABUSE TREATMENT,10, ,**,**, , , , ,0
06,BROWARD,6016,POMPANO SUBSTANCE ABUSE TREATMENT,11, ,**,**, , , ,**,0
06,BROWARD,6016,POMPANO SUBSTANCE ABUSE TREATMENT,12,**,**,**, , , ,**,0
06,BROWARD,1762,POSTSECONDARY ALTERNATIVES SECONDARY STUDENTS,12, ,**, , , , , ,0
06,BROWARD,3121,QUIET WATERS ELEMENTARY SCHOOL,PK,16,27,22,**, , ,**,65
06,BROWARD,3121,QUIET WATERS ELEMENTARY SCHOOL,KG,59,37,66,**, , ,**,162
06,BROWARD,3121,QUIET WATERS ELEMENTARY SCHOOL,1,52,32,80,**, , ,**,164
06,BROWARD,3121,QUIET WATERS ELEMENTARY SCHOOL,2,59,40,88,11, , ,**,198
06,BROWARD,3121,QUIET WATERS ELEMENTARY SCHOOL,3,74,41,75,**, ,**,11,201
06,BROWARD,3121,QUIET WATERS ELEMENTARY SCHOOL,4,84,41,93,10, ,**,**,228
06,BROWARD,3121,QUIET WATERS ELEMENTARY SCHOOL,5,73,59,91,**, ,**,**,223
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,PK,15,**,15,**, , ,**,30
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,KG,28,29,34,**, , ,**,91
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,1,45,42,45, ,**, ,**,132
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,2,42,33,55,**, , ,**,130
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,3,46,42,37,**, , ,**,125
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,4,54,31,50,**, ,**,**,135
06,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,5,32,38,56,**, , ,**,126
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,6,126,128,126,10,**,**,22,412
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,7,123,111,127,20,**, ,24,405
06,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,8,141,117,129,14,**, ,20,421
06,BROWARD,5014,RENAISSANCE CHARTER MIDDLE SCHOOL AT PINES,6,10,86,75,**, , ,**,171
06,BROWARD,5014,RENAISSANCE CHARTER MIDDLE SCHOOL AT PINES,7,**,65,58,**, , ,**,123
06,BROWARD,5014,RENAISSANCE CHARTER MIDDLE SCHOOL AT PINES,8,**,58,45,**, , ,**,103
06,BROWARD,5049,RENAISSANCE CHARTER SCHOOL AT COOPER CITY,KG,21,23,71,**, , ,17,132
06,BROWARD,5049,RENAISSANCE CHARTER SCHOOL AT COOPER CITY,1,20,23,85,**, , ,11,139
06,BROWARD,5049,RENAISSANCE CHARTER SCHOOL AT COOPER CITY,2,34,24,73,**, ,**,**,131
06,BROWARD,5049,RENAISSANCE CHARTER SCHOOL AT COOPER CITY,3,32,22,82,**, , ,**,136
06,BROWARD,5049,RENAISSANCE CHARTER SCHOOL AT COOPER CITY,4,34,12,77,**,**,**,**,123
06,BROWARD,5049,RENAISSANCE CHARTER SCHOOL AT COOPER CITY,5,32,20,74,**, ,**,**,126
06,BROWARD,5049,RENAISSANCE CHARTER SCHOOL AT COOPER CITY,6,29,18,68,**, ,**,**,115
06,BROWARD,5049,RENAISSANCE CHARTER SCHOOL AT COOPER CITY,7,34,15,67,**,**, ,**,116
06,BROWARD,5049,RENAISSANCE CHARTER SCHOOL AT COOPER CITY,8,35,16,50,**, ,**,**,101
06,BROWARD,5048,RENAISSANCE CHARTER SCHOOL AT UNIVERSITY,KG,45,72,35,**, , ,**,152
06,BROWARD,5048,RENAISSANCE CHARTER SCHOOL AT UNIVERSITY,1,19,74,56,**,**,**,**,149
06,BROWARD,5048,RENAISSANCE CHARTER SCHOOL AT UNIVERSITY,2,20,70,64,**, ,**,**,154
06,BROWARD,5048,RENAISSANCE CHARTER SCHOOL AT UNIVERSITY,3,37,63,52,**, ,**,**,152
06,BROWARD,5048,RENAISSANCE CHARTER SCHOOL AT UNIVERSITY,4,21,75,66,**, ,**,**,162
06,BROWARD,5048,RENAISSANCE CHARTER SCHOOL AT UNIVERSITY,5,34,66,52,**,**,**,**,152
06,BROWARD,5048,RENAISSANCE CHARTER SCHOOL AT UNIVERSITY,6,22,69,50,**,**,**,**,141
06,BROWARD,5048,RENAISSANCE CHARTER SCHOOL AT UNIVERSITY,7,24,67,47,**, ,**,**,138
06,BROWARD,5048,RENAISSANCE CHARTER SCHOOL AT UNIVERSITY,8,26,54,53,**,**,**,**,133
06,BROWARD,5020,RENAISSANCE CHARTER SCHOOL OF CORAL SPRINGS,KG,41,50,78,**, ,**,**,169
06,BROWARD,5020,RENAISSANCE CHARTER SCHOOL OF CORAL SPRINGS,1,50,42,69,12, , ,**,173
06,BROWARD,5020,RENAISSANCE CHARTER SCHOOL OF CORAL SPRINGS,2,33,48,86,14,**, ,**,181
06,BROWARD,5020,RENAISSANCE CHARTER SCHOOL OF CORAL SPRINGS,3,66,41,62,**, ,**,**,169
06,BROWARD,5020,RENAISSANCE CHARTER SCHOOL OF CORAL SPRINGS,4,51,42,68,13,**,**,**,174
06,BROWARD,5020,RENAISSANCE CHARTER SCHOOL OF CORAL SPRINGS,5,53,41,71,10,**, ,**,175
06,BROWARD,5020,RENAISSANCE CHARTER SCHOOL OF CORAL SPRINGS,6,32,46,49,16, ,**,**,143
06,BROWARD,5020,RENAISSANCE CHARTER SCHOOL OF CORAL SPRINGS,7,22,51,50,**, , ,**,123
06,BROWARD,5020,RENAISSANCE CHARTER SCHOOL OF CORAL SPRINGS,8,41,29,55,12, , ,**,137
06,BROWARD,5023,RENAISSANCE CHARTER SCHOOL OF PLANTATION,KG,**,86,19,**, , ,**,105
06,BROWARD,5023,RENAISSANCE CHARTER SCHOOL OF PLANTATION,1,**,98,**, , , ,**,98
06,BROWARD,5023,RENAISSANCE CHARTER SCHOOL OF PLANTATION,2,**,81,19,**, ,**,**,100
06,BROWARD,5023,RENAISSANCE CHARTER SCHOOL OF PLANTATION,3,**,99,12,**, , ,**,111
06,BROWARD,5023,RENAISSANCE CHARTER SCHOOL OF PLANTATION,4,**,81,12, , ,**,**,93
06,BROWARD,5023,RENAISSANCE CHARTER SCHOOL OF PLANTATION,5,**,90,15, , , ,**,105
06,BROWARD,5023,RENAISSANCE CHARTER SCHOOL OF PLANTATION,6, ,90,10,**, , ,**,100
06,BROWARD,5023,RENAISSANCE CHARTER SCHOOL OF PLANTATION,7,**,76,10,**, , ,**,86
06,BROWARD,5023,RENAISSANCE CHARTER SCHOOL OF PLANTATION,8,**,88,15,**, , ,**,103
06,BROWARD,5710,RENAISSANCE CHARTER SCHOOLS AT PINES,KG,**,62,78,**, , ,**,140
06,BROWARD,5710,RENAISSANCE CHARTER SCHOOLS AT PINES,1,**,74,77,**, ,**,**,151
06,BROWARD,5710,RENAISSANCE CHARTER SCHOOLS AT PINES,2,**,85,73,**, , ,**,158
06,BROWARD,5710,RENAISSANCE CHARTER SCHOOLS AT PINES,3,12,74,73,**,**, ,**,159
